,Name,Address,Additional Notes,Source FINAL,Status FINAL,Status FPC,Status Plentiful,Last Updated FINAL,Last Updated FPC,Last Updated Plentiful,Hours FINAL,Hours FPC,Hours Plentiful,Website,ID Required,Zipcode,lat,lng,City,State,id
1235,Ladies in Waiting,276 Fenimore St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-18 10:00AM-12:00PM
2023-07-25 10:00AM-12:00PM
2023-08-01 10:00AM-12:00PM
2023-08-08 10:00AM-12:00PM
2023-08-15 10:00AM-12:00PM
2023-08-22 10:00AM-12:00PM
2023-08-29 10:00AM-12:00PM
2023-09-05 10:00AM-12:00PM
2023-09-12 10:00AM-12:00PM
2023-09-19 10:00AM-12:00PM
2023-09-26 10:00AM-12:00PM
2023-10-03 10:00AM-12:00PM
2023-10-10 10:00AM-12:00PM",,"2023-07-18 10:00AM-12:00PM
2023-07-25 10:00AM-12:00PM
2023-08-01 10:00AM-12:00PM
2023-08-08 10:00AM-12:00PM
2023-08-15 10:00AM-12:00PM
2023-08-22 10:00AM-12:00PM
2023-08-29 10:00AM-12:00PM
2023-09-05 10:00AM-12:00PM
2023-09-12 10:00AM-12:00PM
2023-09-19 10:00AM-12:00PM
2023-09-26 10:00AM-12:00PM
2023-10-03 10:00AM-12:00PM
2023-10-10 10:00AM-12:00PM",,,11225,40.6582933,-73.9535473,Brooklyn,NY,02a5470d-52ec-41fc-a02e-a8c16ff07043
1236,Hannah Kosher,2102 Avenue T,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-19 09:00AM-12:00PM ""[plentiful appointment]""",,"2023-07-19 09:00AM-12:00PM ""[plentiful appointment]""",,,11229,40.6015176,-73.9505305,Brooklyn,NY,119ecb39-d5a1-4e57-ad1f-f307e9e36ba4
1237,MUNA Social Services - PIC,1375 Virginia Ave,,,,unknown,,,,,,,,,,10462,40.83501053,-73.86193848,Bronx,NY,2df5afc5-f4f2-4b24-8fc7-1b9dbf9fed46
1238,St. Luke's Senior Community Program,765 E 222 Street,,,,unknown,,,,,,,,,,10467,40.885109,-73.858994,Brooklyn,NY,8576f258-539a-4837-93d6-937b50e75353
1239,The Prodigal Center,709 Tiffany St,,,,unknown,,,,,,,,,,10474,40.8141959,-73.891427,Bronx,NY,85870a30-e8c8-4d37-836f-f90c693a85d4
1240,The Ozone Park Pantry,83-10 Rockaway Blvd,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-15 10:30AM-01:30PM
2023-07-22 10:30AM-01:30PM
2023-07-29 10:30AM-01:30PM
2023-08-05 10:30AM-01:30PM
2023-08-12 10:30AM-01:30PM
2023-08-19 10:30AM-01:30PM
2023-08-26 10:30AM-01:30PM
2023-09-02 10:30AM-01:30PM
2023-09-09 10:30AM-01:30PM
2023-09-16 10:30AM-01:30PM
2023-09-23 10:30AM-01:30PM
2023-09-30 10:30AM-01:30PM
2023-10-07 10:30AM-01:30PM",,"2023-07-15 10:30AM-01:30PM
2023-07-22 10:30AM-01:30PM
2023-07-29 10:30AM-01:30PM
2023-08-05 10:30AM-01:30PM
2023-08-12 10:30AM-01:30PM
2023-08-19 10:30AM-01:30PM
2023-08-26 10:30AM-01:30PM
2023-09-02 10:30AM-01:30PM
2023-09-09 10:30AM-01:30PM
2023-09-16 10:30AM-01:30PM
2023-09-23 10:30AM-01:30PM
2023-09-30 10:30AM-01:30PM
2023-10-07 10:30AM-01:30PM",,,11416,40.746544,-73.984985,Queens,NY,986f74f7-aad6-4ac3-8a5f-b1e756834148
1241,Hope For Humanity - Dyckman SDA,Vermilyea Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-14 04:00PM-05:30PM
2023-07-20 04:30PM-06:00PM
2023-07-21 04:00PM-05:30PM
2023-07-27 04:30PM-06:00PM
2023-07-28 04:00PM-05:30PM
2023-08-03 04:30PM-06:00PM
2023-08-04 04:00PM-05:30PM
2023-08-10 04:30PM-06:00PM
2023-08-11 04:00PM-05:30PM
2023-08-17 04:30PM-06:00PM
2023-08-18 04:00PM-05:30PM
2023-08-24 04:30PM-06:00PM
2023-08-25 04:00PM-05:30PM
2023-08-31 04:30PM-06:00PM
2023-09-01 04:00PM-05:30PM
2023-09-07 04:30PM-06:00PM
2023-09-08 04:00PM-05:30PM
2023-09-14 04:30PM-06:00PM
2023-09-15 04:00PM-05:30PM
2023-09-21 04:30PM-06:00PM
2023-09-22 04:00PM-05:30PM
2023-09-28 04:30PM-06:00PM
2023-09-29 04:00PM-05:30PM
2023-10-05 04:30PM-06:00PM
2023-10-06 04:00PM-05:30PM",,"2023-07-14 04:00PM-05:30PM
2023-07-20 04:30PM-06:00PM
2023-07-21 04:00PM-05:30PM
2023-07-27 04:30PM-06:00PM
2023-07-28 04:00PM-05:30PM
2023-08-03 04:30PM-06:00PM
2023-08-04 04:00PM-05:30PM
2023-08-10 04:30PM-06:00PM
2023-08-11 04:00PM-05:30PM
2023-08-17 04:30PM-06:00PM
2023-08-18 04:00PM-05:30PM
2023-08-24 04:30PM-06:00PM
2023-08-25 04:00PM-05:30PM
2023-08-31 04:30PM-06:00PM
2023-09-01 04:00PM-05:30PM
2023-09-07 04:30PM-06:00PM
2023-09-08 04:00PM-05:30PM
2023-09-14 04:30PM-06:00PM
2023-09-15 04:00PM-05:30PM
2023-09-21 04:30PM-06:00PM
2023-09-22 04:00PM-05:30PM
2023-09-28 04:30PM-06:00PM
2023-09-29 04:00PM-05:30PM
2023-10-05 04:30PM-06:00PM
2023-10-06 04:00PM-05:30PM",,,10034,40.746544,-73.984985,New York,NY,d0cd31ec-877b-4f53-8356-dcd5e1edf379
1242,Muna Social Services - BMMCC,1033 Glenmore Ave,,,,unknown,,,,,,,,,,11208,40.676872,-73.871803,Brooklyn,NY,7751403b-c1fe-4118-bab9-3074171323c6
1243,Family Worship Center,3031 Cross Bronx Expy,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-14 02:00PM-04:30PM
2023-07-21 02:00PM-04:30PM
2023-07-28 02:00PM-04:30PM
2023-08-04 02:00PM-04:30PM
2023-08-11 02:00PM-04:30PM
2023-08-18 02:00PM-04:30PM
2023-08-25 02:00PM-04:30PM
2023-09-01 02:00PM-04:30PM
2023-09-08 02:00PM-04:30PM
2023-09-15 02:00PM-04:30PM
2023-09-22 02:00PM-04:30PM
2023-09-29 02:00PM-04:30PM
2023-10-06 02:00PM-04:30PM",,"2023-07-14 02:00PM-04:30PM
2023-07-21 02:00PM-04:30PM
2023-07-28 02:00PM-04:30PM
2023-08-04 02:00PM-04:30PM
2023-08-11 02:00PM-04:30PM
2023-08-18 02:00PM-04:30PM
2023-08-25 02:00PM-04:30PM
2023-09-01 02:00PM-04:30PM
2023-09-08 02:00PM-04:30PM
2023-09-15 02:00PM-04:30PM
2023-09-22 02:00PM-04:30PM
2023-09-29 02:00PM-04:30PM
2023-10-06 02:00PM-04:30PM",,,10465,40.746544,-73.984985,Bronx,NY,c2ca224c-d756-40c3-8c0f-7581c862db35
1244,Fred's Pantry,132 N Division St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-15 09:00AM-11:00AM
2023-07-19 04:00PM-06:00PM
2023-07-22 09:00AM-11:00AM
2023-07-26 04:00PM-06:00PM
2023-07-29 09:00AM-11:00AM
2023-08-02 04:00PM-06:00PM
2023-08-05 09:00AM-11:00AM
2023-08-09 04:00PM-06:00PM
2023-08-12 09:00AM-11:00AM
2023-08-16 04:00PM-06:00PM
2023-08-19 09:00AM-11:00AM
2023-08-23 04:00PM-06:00PM
2023-08-26 09:00AM-11:00AM
2023-08-30 04:00PM-06:00PM
2023-09-02 09:00AM-11:00AM
2023-09-06 04:00PM-06:00PM
2023-09-09 09:00AM-11:00AM
2023-09-13 04:00PM-06:00PM
2023-09-16 09:00AM-11:00AM
2023-09-20 04:00PM-06:00PM
2023-09-23 09:00AM-11:00AM
2023-09-27 04:00PM-06:00PM
2023-09-30 09:00AM-11:00AM
2023-10-04 04:00PM-06:00PM
2023-10-07 09:00AM-11:00AM",,"2023-07-15 09:00AM-11:00AM
2023-07-19 04:00PM-06:00PM
2023-07-22 09:00AM-11:00AM
2023-07-26 04:00PM-06:00PM
2023-07-29 09:00AM-11:00AM
2023-08-02 04:00PM-06:00PM
2023-08-05 09:00AM-11:00AM
2023-08-09 04:00PM-06:00PM
2023-08-12 09:00AM-11:00AM
2023-08-16 04:00PM-06:00PM
2023-08-19 09:00AM-11:00AM
2023-08-23 04:00PM-06:00PM
2023-08-26 09:00AM-11:00AM
2023-08-30 04:00PM-06:00PM
2023-09-02 09:00AM-11:00AM
2023-09-06 04:00PM-06:00PM
2023-09-09 09:00AM-11:00AM
2023-09-13 04:00PM-06:00PM
2023-09-16 09:00AM-11:00AM
2023-09-20 04:00PM-06:00PM
2023-09-23 09:00AM-11:00AM
2023-09-27 04:00PM-06:00PM
2023-09-30 09:00AM-11:00AM
2023-10-04 04:00PM-06:00PM
2023-10-07 09:00AM-11:00AM",,,10566,41.292343,-73.919754,New York,NY,7dad13fa-4ee3-4b6c-bb42-8ee7e7da1216
1245,LT Works NYC Food Pantry,2347 Lafayette Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-20 10:30AM-12:30PM
2023-07-27 10:30AM-12:30PM
2023-08-03 10:30AM-12:30PM
2023-08-10 10:30AM-12:30PM
2023-08-17 10:30AM-12:30PM
2023-08-24 10:30AM-12:30PM
2023-08-31 10:30AM-12:30PM
2023-09-07 10:30AM-12:30PM
2023-09-14 10:30AM-12:30PM
2023-09-21 10:30AM-12:30PM
2023-09-28 10:30AM-12:30PM
2023-10-05 10:30AM-12:30PM",,"2023-07-20 10:30AM-12:30PM
2023-07-27 10:30AM-12:30PM
2023-08-03 10:30AM-12:30PM
2023-08-10 10:30AM-12:30PM
2023-08-17 10:30AM-12:30PM
2023-08-24 10:30AM-12:30PM
2023-08-31 10:30AM-12:30PM
2023-09-07 10:30AM-12:30PM
2023-09-14 10:30AM-12:30PM
2023-09-21 10:30AM-12:30PM
2023-09-28 10:30AM-12:30PM
2023-10-05 10:30AM-12:30PM",,,10473,40.746544,-73.984985,Bronx,NY,76fa2a7d-a124-46a7-84a4-4cbcf7abbf35
1246,Iglesia Cristiana La Hermosa,3161 Fulton St,,,,unknown,,,,,,,,,,11208,40.682312,-73.87851,Brooklyn,NY,d7c4a88d-ef7d-4219-a578-e02adb385208
1247,Community Alliance Initative,60-85 Myrtle Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-14 10:00AM-03:00PM
2023-07-21 10:00AM-03:00PM
2023-07-28 10:00AM-03:00PM
2023-08-04 10:00AM-03:00PM
2023-08-11 10:00AM-03:00PM
2023-08-18 10:00AM-03:00PM
2023-08-25 10:00AM-03:00PM
2023-09-01 10:00AM-03:00PM
2023-09-08 10:00AM-03:00PM
2023-09-15 10:00AM-03:00PM
2023-09-22 10:00AM-03:00PM
2023-09-29 10:00AM-03:00PM
2023-10-06 10:00AM-03:00PM",,"2023-07-14 10:00AM-03:00PM
2023-07-21 10:00AM-03:00PM
2023-07-28 10:00AM-03:00PM
2023-08-04 10:00AM-03:00PM
2023-08-11 10:00AM-03:00PM
2023-08-18 10:00AM-03:00PM
2023-08-25 10:00AM-03:00PM
2023-09-01 10:00AM-03:00PM
2023-09-08 10:00AM-03:00PM
2023-09-15 10:00AM-03:00PM
2023-09-22 10:00AM-03:00PM
2023-09-29 10:00AM-03:00PM
2023-10-06 10:00AM-03:00PM",,,11385,40.700848,-73.895241,Queens,NY,8b51ea33-0d1b-429b-a776-b192a89141b5
1248,Way Out Church Ministries Inc.,518 East 148th Street,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-17 09:00AM-12:00PM
2023-07-18 09:00AM-12:00PM
2023-07-19 09:00AM-12:00PM
2023-07-20 09:00AM-12:00PM
2023-07-24 09:00AM-12:00PM
2023-07-25 09:00AM-12:00PM
2023-07-26 09:00AM-12:00PM
2023-07-27 09:00AM-12:00PM
2023-07-31 09:00AM-12:00PM
2023-08-01 09:00AM-12:00PM
2023-08-02 09:00AM-12:00PM
2023-08-03 09:00AM-12:00PM
2023-08-07 09:00AM-12:00PM
2023-08-08 09:00AM-12:00PM
2023-08-09 09:00AM-12:00PM
2023-08-10 09:00AM-12:00PM
2023-08-14 09:00AM-12:00PM
2023-08-15 09:00AM-12:00PM
2023-08-16 09:00AM-12:00PM
2023-08-17 09:00AM-12:00PM
2023-08-21 09:00AM-12:00PM
2023-08-22 09:00AM-12:00PM
2023-08-23 09:00AM-12:00PM
2023-08-24 09:00AM-12:00PM
2023-08-28 09:00AM-12:00PM
2023-08-29 09:00AM-12:00PM
2023-08-30 09:00AM-12:00PM
2023-08-31 09:00AM-12:00PM
2023-09-04 09:00AM-12:00PM
2023-09-05 09:00AM-12:00PM
2023-09-06 09:00AM-12:00PM
2023-09-07 09:00AM-12:00PM
2023-09-11 09:00AM-12:00PM
2023-09-12 09:00AM-12:00PM
2023-09-13 09:00AM-12:00PM
2023-09-14 09:00AM-12:00PM
2023-09-18 09:00AM-12:00PM
2023-09-19 09:00AM-12:00PM
2023-09-20 09:00AM-12:00PM
2023-09-21 09:00AM-12:00PM
2023-09-25 09:00AM-12:00PM
2023-09-26 09:00AM-12:00PM
2023-09-27 09:00AM-12:00PM
2023-09-28 09:00AM-12:00PM
2023-10-02 09:00AM-12:00PM
2023-10-03 09:00AM-12:00PM
2023-10-04 09:00AM-12:00PM
2023-10-05 09:00AM-12:00PM
2023-10-09 09:00AM-12:00PM
2023-10-10 09:00AM-12:00PM",,"2023-07-17 09:00AM-12:00PM
2023-07-18 09:00AM-12:00PM
2023-07-19 09:00AM-12:00PM
2023-07-20 09:00AM-12:00PM
2023-07-24 09:00AM-12:00PM
2023-07-25 09:00AM-12:00PM
2023-07-26 09:00AM-12:00PM
2023-07-27 09:00AM-12:00PM
2023-07-31 09:00AM-12:00PM
2023-08-01 09:00AM-12:00PM
2023-08-02 09:00AM-12:00PM
2023-08-03 09:00AM-12:00PM
2023-08-07 09:00AM-12:00PM
2023-08-08 09:00AM-12:00PM
2023-08-09 09:00AM-12:00PM
2023-08-10 09:00AM-12:00PM
2023-08-14 09:00AM-12:00PM
2023-08-15 09:00AM-12:00PM
2023-08-16 09:00AM-12:00PM
2023-08-17 09:00AM-12:00PM
2023-08-21 09:00AM-12:00PM
2023-08-22 09:00AM-12:00PM
2023-08-23 09:00AM-12:00PM
2023-08-24 09:00AM-12:00PM
2023-08-28 09:00AM-12:00PM
2023-08-29 09:00AM-12:00PM
2023-08-30 09:00AM-12:00PM
2023-08-31 09:00AM-12:00PM
2023-09-04 09:00AM-12:00PM
2023-09-05 09:00AM-12:00PM
2023-09-06 09:00AM-12:00PM
2023-09-07 09:00AM-12:00PM
2023-09-11 09:00AM-12:00PM
2023-09-12 09:00AM-12:00PM
2023-09-13 09:00AM-12:00PM
2023-09-14 09:00AM-12:00PM
2023-09-18 09:00AM-12:00PM
2023-09-19 09:00AM-12:00PM
2023-09-20 09:00AM-12:00PM
2023-09-21 09:00AM-12:00PM
2023-09-25 09:00AM-12:00PM
2023-09-26 09:00AM-12:00PM
2023-09-27 09:00AM-12:00PM
2023-09-28 09:00AM-12:00PM
2023-10-02 09:00AM-12:00PM
2023-10-03 09:00AM-12:00PM
2023-10-04 09:00AM-12:00PM
2023-10-05 09:00AM-12:00PM
2023-10-09 09:00AM-12:00PM
2023-10-10 09:00AM-12:00PM",,,10455,40.813972,-73.914711,Bronx,NY,fc465a9e-665d-4548-bfb0-eca439f99615
1249,"Gods Deliverance Temple Inc.,",384 Ralph Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-18 11:00AM-12:00PM
2023-07-25 11:00AM-12:00PM
2023-08-01 11:00AM-12:00PM
2023-08-08 11:00AM-12:00PM
2023-08-15 11:00AM-12:00PM
2023-08-22 11:00AM-12:00PM
2023-08-29 11:00AM-12:00PM
2023-09-05 11:00AM-12:00PM
2023-09-12 11:00AM-12:00PM
2023-09-19 11:00AM-12:00PM
2023-09-26 11:00AM-12:00PM
2023-10-03 11:00AM-12:00PM
2023-10-10 11:00AM-12:00PM",,"2023-07-18 11:00AM-12:00PM
2023-07-25 11:00AM-12:00PM
2023-08-01 11:00AM-12:00PM
2023-08-08 11:00AM-12:00PM
2023-08-15 11:00AM-12:00PM
2023-08-22 11:00AM-12:00PM
2023-08-29 11:00AM-12:00PM
2023-09-05 11:00AM-12:00PM
2023-09-12 11:00AM-12:00PM
2023-09-19 11:00AM-12:00PM
2023-09-26 11:00AM-12:00PM
2023-10-03 11:00AM-12:00PM
2023-10-10 11:00AM-12:00PM",,,11233,40.675362,-73.921989,Brooklyn,NY,11340462-6ec7-4036-be0f-907db382a596
1250,Staten Island Liberian Community Association,180 Park Hill Ave LC,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-19 03:00PM-06:00PM
2023-07-26 03:00PM-06:00PM
2023-08-02 03:00PM-06:00PM
2023-08-09 03:00PM-06:00PM
2023-08-16 03:00PM-06:00PM
2023-08-23 03:00PM-06:00PM
2023-08-30 03:00PM-06:00PM
2023-09-06 03:00PM-06:00PM
2023-09-13 03:00PM-06:00PM
2023-09-20 03:00PM-06:00PM
2023-09-27 03:00PM-06:00PM
2023-10-04 03:00PM-06:00PM",,"2023-07-19 03:00PM-06:00PM
2023-07-26 03:00PM-06:00PM
2023-08-02 03:00PM-06:00PM
2023-08-09 03:00PM-06:00PM
2023-08-16 03:00PM-06:00PM
2023-08-23 03:00PM-06:00PM
2023-08-30 03:00PM-06:00PM
2023-09-06 03:00PM-06:00PM
2023-09-13 03:00PM-06:00PM
2023-09-20 03:00PM-06:00PM
2023-09-27 03:00PM-06:00PM
2023-10-04 03:00PM-06:00PM",,,10304,40.746544,-73.984985,Staten Island,NY,29f17eaf-2cb2-4321-81e6-a31dc9ef6381
1251,Project CREATE INC-ANTHONY HOUSE PANTRY,73 Lenox Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-19 10:00AM-12:00PM
2023-07-26 10:00AM-12:00PM
2023-08-02 10:00AM-12:00PM
2023-08-09 10:00AM-12:00PM
2023-08-16 10:00AM-12:00PM
2023-08-23 10:00AM-12:00PM
2023-08-30 10:00AM-12:00PM
2023-09-06 10:00AM-12:00PM
2023-09-13 10:00AM-12:00PM
2023-09-20 10:00AM-12:00PM
2023-09-27 10:00AM-12:00PM
2023-10-04 10:00AM-12:00PM",,"2023-07-19 10:00AM-12:00PM
2023-07-26 10:00AM-12:00PM
2023-08-02 10:00AM-12:00PM
2023-08-09 10:00AM-12:00PM
2023-08-16 10:00AM-12:00PM
2023-08-23 10:00AM-12:00PM
2023-08-30 10:00AM-12:00PM
2023-09-06 10:00AM-12:00PM
2023-09-13 10:00AM-12:00PM
2023-09-20 10:00AM-12:00PM
2023-09-27 10:00AM-12:00PM
2023-10-04 10:00AM-12:00PM",,,10026,40.800617,-73.951111,New York,NY,479e7843-5c7b-4a68-a166-8fbb10c975f2
1252,United Grand Chapter OES,441 Willoughby Ave,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-14 10:00AM-12:00PM
2023-07-21 10:00AM-12:00PM
2023-07-28 10:00AM-12:00PM
2023-08-04 10:00AM-12:00PM
2023-08-11 10:00AM-12:00PM
2023-08-18 10:00AM-12:00PM
2023-08-25 10:00AM-12:00PM
2023-09-01 10:00AM-12:00PM
2023-09-08 10:00AM-12:00PM
2023-09-15 10:00AM-12:00PM
2023-09-22 10:00AM-12:00PM
2023-09-29 10:00AM-12:00PM
2023-10-06 10:00AM-12:00PM",,"2023-07-14 10:00AM-12:00PM
2023-07-21 10:00AM-12:00PM
2023-07-28 10:00AM-12:00PM
2023-08-04 10:00AM-12:00PM
2023-08-11 10:00AM-12:00PM
2023-08-18 10:00AM-12:00PM
2023-08-25 10:00AM-12:00PM
2023-09-01 10:00AM-12:00PM
2023-09-08 10:00AM-12:00PM
2023-09-15 10:00AM-12:00PM
2023-09-22 10:00AM-12:00PM
2023-09-29 10:00AM-12:00PM
2023-10-06 10:00AM-12:00PM",,,11206,40.746544,-73.984985,Brooklyn,NY,2440995c-9585-486c-91aa-8f3754c8d2d7
1253,United Methodist Center,1032 Beach 19th St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-18 09:30AM-11:00AM
2023-07-20 09:30AM-11:00AM
2023-07-25 09:30AM-11:00AM
2023-07-27 09:30AM-11:00AM
2023-08-01 09:30AM-11:00AM
2023-08-03 09:30AM-11:00AM
2023-08-08 09:30AM-11:00AM
2023-08-10 09:30AM-11:00AM
2023-08-15 09:30AM-11:00AM
2023-08-17 09:30AM-11:00AM
2023-08-22 09:30AM-11:00AM
2023-08-24 09:30AM-11:00AM
2023-08-29 09:30AM-11:00AM
2023-08-31 09:30AM-11:00AM
2023-09-05 09:30AM-11:00AM
2023-09-07 09:30AM-11:00AM
2023-09-12 09:30AM-11:00AM
2023-09-14 09:30AM-11:00AM
2023-09-19 09:30AM-11:00AM
2023-09-21 09:30AM-11:00AM
2023-09-26 09:30AM-11:00AM
2023-09-28 09:30AM-11:00AM
2023-10-03 09:30AM-11:00AM
2023-10-05 09:30AM-11:00AM
2023-10-10 09:30AM-11:00AM",,"2023-07-18 09:30AM-11:00AM
2023-07-20 09:30AM-11:00AM
2023-07-25 09:30AM-11:00AM
2023-07-27 09:30AM-11:00AM
2023-08-01 09:30AM-11:00AM
2023-08-03 09:30AM-11:00AM
2023-08-08 09:30AM-11:00AM
2023-08-10 09:30AM-11:00AM
2023-08-15 09:30AM-11:00AM
2023-08-17 09:30AM-11:00AM
2023-08-22 09:30AM-11:00AM
2023-08-24 09:30AM-11:00AM
2023-08-29 09:30AM-11:00AM
2023-08-31 09:30AM-11:00AM
2023-09-05 09:30AM-11:00AM
2023-09-07 09:30AM-11:00AM
2023-09-12 09:30AM-11:00AM
2023-09-14 09:30AM-11:00AM
2023-09-19 09:30AM-11:00AM
2023-09-21 09:30AM-11:00AM
2023-09-26 09:30AM-11:00AM
2023-09-28 09:30AM-11:00AM
2023-10-03 09:30AM-11:00AM
2023-10-05 09:30AM-11:00AM
2023-10-10 09:30AM-11:00AM",,,11691,40.602787,-73.751785,Queens,NY,b6302c1c-4d49-4615-a04b-4612c4684300
1254,REPLIB,4132 Park Ave,,,,unknown,,,,,,,,,,10457,40.845764,-73.899872,Bronx,NY,a9a5ec32-ac1f-4f55-b4ad-a331c946b747
1255,Salvation Army Bronx Citadel,425 E 159th St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-18 10:00AM-12:00PM
2023-07-25 10:00AM-12:00PM
2023-08-01 10:00AM-12:00PM
2023-08-08 10:00AM-12:00PM
2023-08-15 10:00AM-12:00PM
2023-08-22 10:00AM-12:00PM
2023-08-29 10:00AM-12:00PM
2023-09-05 10:00AM-12:00PM
2023-09-12 10:00AM-12:00PM
2023-09-19 10:00AM-12:00PM
2023-09-26 10:00AM-12:00PM
2023-10-03 10:00AM-12:00PM
2023-10-10 10:00AM-12:00PM",,"2023-07-18 10:00AM-12:00PM
2023-07-25 10:00AM-12:00PM
2023-08-01 10:00AM-12:00PM
2023-08-08 10:00AM-12:00PM
2023-08-15 10:00AM-12:00PM
2023-08-22 10:00AM-12:00PM
2023-08-29 10:00AM-12:00PM
2023-09-05 10:00AM-12:00PM
2023-09-12 10:00AM-12:00PM
2023-09-19 10:00AM-12:00PM
2023-09-26 10:00AM-12:00PM
2023-10-03 10:00AM-12:00PM
2023-10-10 10:00AM-12:00PM",,,10451,40.822884,-73.913246,Bronx,NY,1a979535-f698-4720-82a4-a3ab7a0af0d1
1256,Christ Apostolic Church WOSEM,422 E 183rd St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,,7/13/2023 1:00 AM,"2023-07-19 05:30PM-06:30PM
2023-07-26 05:30PM-06:30PM
2023-08-02 05:30PM-06:30PM
2023-08-09 05:30PM-06:30PM
2023-08-16 05:30PM-06:30PM
2023-08-23 05:30PM-06:30PM
2023-08-30 05:30PM-06:30PM
2023-09-06 05:30PM-06:30PM
2023-09-13 05:30PM-06:30PM
2023-09-20 05:30PM-06:30PM
2023-09-27 05:30PM-06:30PM
2023-10-04 05:30PM-06:30PM",,"2023-07-19 05:30PM-06:30PM
2023-07-26 05:30PM-06:30PM
2023-08-02 05:30PM-06:30PM
2023-08-09 05:30PM-06:30PM
2023-08-16 05:30PM-06:30PM
2023-08-23 05:30PM-06:30PM
2023-08-30 05:30PM-06:30PM
2023-09-06 05:30PM-06:30PM
2023-09-13 05:30PM-06:30PM
2023-09-20 05:30PM-06:30PM
2023-09-27 05:30PM-06:30PM
2023-10-04 05:30PM-06:30PM",,,10458,40.855888,-73.894882,Queens,NY,ec5d573a-ee75-4222-b727-5853d268ffff
